iter	Logloss
107	0.0004966620533
108	0.0004965319961
109	0.0004964358437
110	0.0004965157778
111	0.0004965157778
112	0.0004965157778
113	0.0004964676864
114	0.0004918083429
115	0.0004918083429
116	0.0004919059554
117	0.0004874837856
118	0.0004875772408
119	0.0004876209334
120	0.0004874832047
121	0.0004876074399
122	0.0004768906425
123	0.0004766657095
124	0.0004717668808
125	0.0004718196693
126	0.0004718149391
127	0.0004716976705
128	0.0004716976705
129	0.0004716976705
130	0.0004716878167
131	0.0004716878167
132	0.0004672207899
133	0.000467243662
134	0.0004672849703
135	0.0004632095527
136	0.0004632095527
137	0.0004632095527
138	0.0004527582375
139	0.0004529395123
140	0.0004527457619
141	0.0004527457619
142	0.0004528993037
143	0.0004527584316
144	0.0004527708888
145	0.0004527708888
146	0.0004527739529
147	0.0004527739529
148	0.0004529206602
149	0.0004527511363
150	0.0004527941318
151	0.000452789494
152	0.0004527862213
153	0.0004527968989
154	0.0004526563886
155	0.0004528161788
156	0.0004527962982
157	0.0004526989656
158	0.0004526767932
159	0.0004526386309
160	0.0004527489778
161	0.0004527305257
162	0.0004526772619
163	0.0004526772619
164	0.0004526772619
165	0.0004526772619
166	0.0004526772619
167	0.0004525967932
168	0.0004525967932
169	0.0004525967932
170	0.0004525004889
171	0.0004526573153
172	0.0004525906543
173	0.0004527348757
174	0.0004526118603
175	0.0004526649499
176	0.0004526481309
177	0.0004526225907
178	0.0004524367561
179	0.0004525456918
180	0.0004524924398
181	0.0004525386143
182	0.0004525386143
183	0.0004525386143
184	0.0004525992038
185	0.0004525992038
186	0.0004525039689
187	0.0004524617167
188	0.0004526095883
189	0.0004525306286
190	0.0004525075479
191	0.0004526453334
192	0.0004525147614
193	0.0004525524696
194	0.0004524864713
195	0.0004525373707
196	0.0004524722939
197	0.000452468909
198	0.0004525002553
199	0.0004525636303
200	0.000452441782
201	0.000452474298
202	0.000452404351
203	0.0004524559924
204	0.0004523938596
205	0.0004524121467
206	0.0004523778617
207	0.0004523778617
208	0.0004523778617
209	0.0004523778617
210	0.0004523778617
211	0.0004523778617
212	0.0004523778617
213	0.0004523778617
214	0.0004523778617
215	0.0004523778617
216	0.0004523778617
217	0.0004523778617
218	0.0004523778617
219	0.0004523778617
220	0.0004523778617
221	0.0004523778617
222	0.0004523778617
223	0.0004523778617
224	0.0004523778617
225	0.0004523778617
226	0.0004523778617
227	0.0004523778617
228	0.0004523778617
229	0.0004523778617
230	0.0004523778617
231	0.0004523778617
232	0.0004523778617
233	0.0004523778617
234	0.0004523778617
235	0.0004523778617
236	0.0004523778617
237	0.0004523778617
238	0.0004523778617
239	0.0004523778617
240	0.0004523778617
241	0.0004523778617
242	0.0004523778617
243	0.0004523778617
244	0.0004523778617
245	0.0004523778617
246	0.0004523778617
247	0.0004523778617
248	0.0004523855451
249	0.0004524054349
250	0.0004524054349
251	0.0004524054349
252	0.0004524054349
253	0.0004524054349
254	0.0004524054349
255	0.0004524054349
256	0.0004524054349
257	0.0004524054349
258	0.0004524054349
259	0.0004524054349
260	0.0004524054349
261	0.0004524054349
262	0.0004524054349
263	0.0004524054349
264	0.0004524054349
265	0.0004524054349
266	0.0004524054349
267	0.0004524054349
268	0.0004524054349
269	0.0004524054349
270	0.0004524054349
271	0.0004524054349
272	0.0004524054349
273	0.0004524054349
274	0.0004524054349
275	0.0004524054349
276	0.0004524054349
277	0.000452351577
278	0.0004523504364
279	0.0004523504364
280	0.0004523504364
281	0.0004523504364
282	0.0004523504364
283	0.0004523504364
284	0.0004523504364
285	0.0004523504364
286	0.0004523504364
287	0.0004523504364
288	0.0004523504364
289	0.0004523504364
290	0.0004523504364
291	0.0004523504364
292	0.0004523504364
293	0.0004523504364
294	0.0004523504364
295	0.0004523504364
296	0.0004523504364
297	0.0004523504364
298	0.0004523504364
299	0.0004523504364
300	0.0004523504364
301	0.0004523504364
302	0.0004523504364
303	0.0004523504364
304	0.0004523504364
305	0.0004523504364
306	0.0004523504364
307	0.0004523504364
308	0.0004523504364
309	0.0004523504364
310	0.0004523504364
311	0.0004523504364
312	0.0004523504364
313	0.0004523504364
314	0.0004523504364
315	0.0004523504364
316	0.0004523504364
317	0.0004523504364
318	0.0004523504364
319	0.0004523504364
320	0.0004523504364
321	0.0004523504364
322	0.0004523504364
323	0.0004523504364
324	0.0004523504364
325	0.0004523504364
326	0.0004523504364
327	0.0004523504364
328	0.0004523504364
329	0.0004523504364
330	0.0004523504364
331	0.0004523504364
332	0.0004523504364
333	0.0004523504364
334	0.0004523504364
335	0.0004523620579
336	0.0004523620579
337	0.0004523620579
338	0.0004523620579
339	0.0004523620579
340	0.0004523620579
341	0.0004523620579
342	0.0004523620579
343	0.0004523620579
344	0.0004523620579
345	0.0004523620579
346	0.0004523620579
347	0.0004523620579
348	0.0004524044263
349	0.0004523151626
350	0.0004523619179
351	0.0004523619179
352	0.0004523619179
353	0.0004523619179
354	0.0004524682727
355	0.0004524682727
356	0.0004524682727
357	0.0004524682727
358	0.0004524682727
359	0.0004524682727
360	0.0004524682727
361	0.0004524682727
362	0.0004524682727
363	0.0004524682727
364	0.0004524682727
365	0.0004524682727
366	0.0004524682727
367	0.0004524682727
368	0.0004524682727
369	0.0004524682727
370	0.0004524682727
371	0.0004524682727
372	0.0004524682727
373	0.0004524682727
374	0.0004524682727
375	0.0004524682727
376	0.0004524682727
377	0.0004524682727
378	0.0004524682727
379	0.0004524682727
380	0.0004524682727
381	0.0004524682727
382	0.0004524682727
383	0.0004524682727
384	0.0004524682727
385	0.0004524682727
386	0.0004524682727
387	0.0004524682727
388	0.0004524682727
389	0.0004524682727
390	0.0004524682727
391	0.0004524682727
392	0.0004524682727
393	0.0004524682727
394	0.0004524682727
395	0.0004524682727
396	0.0004524682727
397	0.0004524682727
398	0.0004524682727
399	0.0004524682727
400	0.0004524682727
401	0.0004524682727
402	0.0004524682727
403	0.0004524682727
404	0.0004524682727
405	0.0004524682727
406	0.0004524682727
407	0.0004524682727
408	0.0004524682727
409	0.0004524682727
410	0.0004524682727
411	0.0004524682727
412	0.0004524682727
413	0.0004524682727
414	0.0004524682727
415	0.0004524682727
416	0.0004524682727
417	0.0004524682727
418	0.0004524682727
419	0.0004524682727
420	0.0004524682727
421	0.0004524682727
422	0.0004524682727
423	0.0004524682727
424	0.0004524682727
425	0.0004524682727
426	0.0004524682727
427	0.0004524682727
428	0.0004524682727
429	0.0004524682727
430	0.0004524682727
431	0.0004524682727
432	0.0004524682727
433	0.0004524682727
434	0.0004524682727
435	0.0004524682727
436	0.0004524682727
437	0.0004524682727
438	0.0004524682727
439	0.0004524682727
440	0.0004524682727
441	0.0004524682727
442	0.0004524682727
443	0.0004524682727
444	0.0004524682727
445	0.0004524682727
446	0.0004524682727
447	0.0004524682727
448	0.0004524682727
449	0.0004524682727
450	0.0004524682727
451	0.0004524682727
452	0.0004524682727
453	0.0004524682727
454	0.0004524682727
455	0.0004524682727
456	0.0004524682727
457	0.0004524682727
458	0.0004524682727
459	0.0004524682727
460	0.0004524682727
461	0.0004524682727
462	0.0004524682727
463	0.0004524682727
464	0.0004524682727
465	0.0004524682727
466	0.0004524682727
467	0.0004524682727
468	0.0004524682727
469	0.0004524682727
470	0.0004524682727
471	0.0004524682727
472	0.0004524682727
473	0.0004524682727
474	0.0004524682727
475	0.0004524682727
476	0.0004524682727
477	0.0004524682727
478	0.0004524682727
479	0.0004524682727
480	0.0004524682727
481	0.0004524682727
482	0.0004524682727
483	0.0004524682727
484	0.0004524682727
485	0.0004524682727
486	0.0004524682727
487	0.0004524682727
488	0.0004524682727
489	0.0004524682727
490	0.0004524682727
491	0.0004524682727
492	0.0004524682727
493	0.0004524682727
494	0.0004524682727
495	0.0004524682727
496	0.0004524682727
497	0.0004524682727
498	0.0004524682727
499	0.0004524682727
500	0.0004524682727
501	0.0004524682727
502	0.0004524682727
503	0.0004524682727
504	0.0004524682727
505	0.0004524682727
506	0.0004524682727
507	0.0004524682727
508	0.0004524682727
509	0.0004524682727
510	0.0004524682727
511	0.0004524682727
512	0.0004524682727
513	0.0004524682727
514	0.0004524682727
515	0.0004524682727
516	0.0004524682727
517	0.0004524682727
518	0.0004524682727
519	0.0004524682727
520	0.0004524682727
521	0.0004524682727
522	0.0004524682727
523	0.0004524682727
524	0.0004524682727
525	0.0004524682727
526	0.0004524682727
527	0.0004524682727
528	0.0004524682727
529	0.0004524682727
530	0.0004524682727
531	0.0004524682727
532	0.0004524682727
533	0.0004524682727
534	0.0004524682727
535	0.0004524682727
536	0.0004524682727
537	0.0004524682727
538	0.0004524682727
539	0.0004524682727
540	0.0004524682727
541	0.0004524682727
542	0.0004524682727
543	0.0004524682727
544	0.0004524682727
545	0.0004524682727
546	0.0004524682727
547	0.0004524682727
548	0.0004524682727
549	0.0004524682727
550	0.0004524682727
551	0.0004524682727
552	0.0004524682727
553	0.0004524682727
554	0.0004524682727
555	0.0004524682727
556	0.0004524682727
557	0.0004524682727
558	0.0004524682727
559	0.0004524682727
560	0.0004524682727
561	0.0004524682727
562	0.0004524682727
563	0.0004524682727
564	0.0004524682727
565	0.0004524682727
566	0.0004524682727
567	0.0004524682727
568	0.0004524682727
569	0.0004524682727
570	0.0004524682727
571	0.0004524682727
572	0.0004524682727
573	0.0004524682727
574	0.0004524682727
575	0.0004524682727
576	0.0004524682727
577	0.0004524682727
578	0.0004524682727
579	0.0004524682727
580	0.0004524682727
581	0.0004524682727
582	0.0004524682727
583	0.0004524682727
584	0.0004524682727
585	0.0004524682727
586	0.0004524682727
587	0.0004524682727
588	0.0004524682727
589	0.0004524682727
590	0.0004524682727
591	0.0004524682727
592	0.0004524682727
593	0.0004524682727
594	0.0004524682727
595	0.0004524682727
596	0.0004524682727
597	0.0004524682727
598	0.0004524682727
599	0.0004524682727
600	0.0004524682727
601	0.0004524682727
602	0.0004524682727
603	0.0004524682727
604	0.0004524682727
605	0.0004524682727
606	0.0004524682727
607	0.0004524682727
608	0.0004524682727
609	0.0004524682727
610	0.0004524682727
611	0.0004524682727
612	0.0004524682727
613	0.0004524682727
614	0.0004524682727
615	0.0004524682727
616	0.0004524682727
617	0.0004524682727
618	0.0004524682727
619	0.0004524682727
620	0.0004524682727
621	0.0004524682727
622	0.0004524682727
623	0.0004524682727
624	0.0004524682727
625	0.0004524682727
626	0.0004524682727
627	0.0004524682727
628	0.0004524682727
629	0.0004524682727
630	0.0004524682727
631	0.0004524682727
632	0.0004524682727
633	0.0004524682727
634	0.0004524682727
635	0.0004524682727
636	0.0004524682727
637	0.0004524682727
638	0.0004524682727
639	0.0004524682727
640	0.0004524682727
641	0.0004524682727
642	0.0004524682727
643	0.0004524682727
644	0.0004524682727
645	0.0004524682727
646	0.0004524682727
647	0.0004524682727
648	0.0004524682727
649	0.0004524682727
650	0.0004524682727
651	0.0004524682727
652	0.0004524682727
653	0.0004524682727
654	0.0004524682727
655	0.0004524682727
656	0.0004524682727
657	0.0004524682727
658	0.0004524682727
659	0.0004524682727
660	0.0004524682727
661	0.0004524682727
662	0.0004524682727
663	0.0004524682727
664	0.0004524682727
665	0.0004524682727
666	0.0004524682727
667	0.0004524682727
668	0.0004524682727
669	0.0004524682727
670	0.0004524682727
671	0.0004524682727
672	0.0004524682727
673	0.0004524682727
674	0.0004524682727
675	0.0004524682727
676	0.0004524682727
677	0.0004524682727
678	0.0004524682727
679	0.0004524682727
680	0.0004524682727
681	0.0004524682727
682	0.0004524682727
683	0.0004524682727
684	0.0004524682727
685	0.0004524682727
686	0.0004524682727
687	0.0004524682727
688	0.0004524682727
689	0.0004524682727
690	0.0004524682727
691	0.0004524682727
692	0.0004524682727
693	0.0004524682727
694	0.0004524682727
695	0.0004524682727
696	0.0004524682727
697	0.0004524682727
698	0.0004524682727
699	0.0004524682727
700	0.0004524682727
701	0.0004524682727
702	0.0004524682727
703	0.0004524682727
704	0.0004524682727
705	0.0004524682727
706	0.0004524682727
707	0.0004524682727
708	0.0004524682727
709	0.0004524682727
710	0.0004524682727
711	0.0004524682727
712	0.0004524682727
713	0.0004524682727
714	0.0004524682727
715	0.0004524682727
716	0.0004524682727
717	0.0004524682727
718	0.0004524682727
719	0.0004524682727
720	0.0004524682727
721	0.0004524682727
722	0.0004524682727
723	0.0004524682727
724	0.0004524682727
725	0.0004524682727
726	0.0004524682727
727	0.0004524682727
728	0.0004524682727
729	0.0004524682727
730	0.0004524682727
731	0.0004524682727
732	0.0004524682727
733	0.0004524682727
734	0.0004524682727
735	0.0004524682727
736	0.0004524682727
737	0.0004524682727
738	0.0004524682727
739	0.0004524682727
740	0.0004524682727
741	0.0004524682727
742	0.0004524682727
743	0.0004524682727
744	0.0004524682727
745	0.0004524682727
746	0.0004524682727
747	0.0004524682727
748	0.0004524682727
749	0.0004524682727
750	0.0004524682727
751	0.0004524682727
752	0.0004524682727
753	0.0004524682727
754	0.0004524682727
755	0.0004524682727
756	0.0004524682727
757	0.0004524682727
758	0.0004524682727
759	0.0004524682727
760	0.0004524682727
761	0.0004524682727
762	0.0004524682727
763	0.0004524682727
764	0.0004524682727
765	0.0004524682727
766	0.0004524682727
767	0.0004524682727
768	0.0004524682727
769	0.0004524682727
770	0.0004524682727
771	0.0004524682727
772	0.0004524682727
773	0.0004524682727
774	0.0004524682727
775	0.0004524682727
776	0.0004524682727
777	0.0004524682727
778	0.0004524682727
779	0.0004524682727
780	0.0004524682727
781	0.0004524682727
782	0.0004524682727
783	0.0004524682727
784	0.0004524682727
785	0.0004524682727
786	0.0004524682727
787	0.0004524682727
788	0.0004524682727
789	0.0004524682727
790	0.0004524682727
791	0.0004524682727
792	0.0004524682727
793	0.0004524682727
794	0.0004524682727
795	0.0004524682727
796	0.0004524682727
797	0.0004524682727
798	0.0004524682727
799	0.0004524682727
800	0.0004524682727
801	0.0004524682727
802	0.0004524682727
803	0.0004524682727
804	0.0004524682727
805	0.0004524682727
806	0.0004524682727
807	0.0004524682727
808	0.0004524682727
809	0.0004524682727
810	0.0004524682727
811	0.0004524682727
812	0.0004524682727
813	0.0004524682727
814	0.0004524682727
815	0.0004524682727
816	0.0004524682727
817	0.0004524682727
818	0.0004524682727
819	0.0004524682727
820	0.0004524682727
821	0.0004524682727
822	0.0004524682727
823	0.0004524682727
824	0.0004524682727
825	0.0004524682727
826	0.0004524682727
827	0.0004524682727
828	0.0004524682727
829	0.0004524682727
830	0.0004524682727
831	0.0004524682727
832	0.0004523121803
833	0.0004524741092
834	0.0004524741092
835	0.0004524741092
836	0.0004524741092
837	0.0004524741092
838	0.0004524741092
839	0.0004524741092
840	0.0004524741092
841	0.0004524741092
842	0.0004524741092
843	0.0004524741092
844	0.0004524741092
845	0.0004524741092
846	0.0004524741092
847	0.0004524741092
848	0.0004524741092
849	0.0004524741092
850	0.0004524741092
851	0.0004524741092
852	0.0004524741092
853	0.0004524741092
854	0.0004524741092
855	0.0004524741092
856	0.0004524741092
857	0.0004524741092
858	0.0004524741092
859	0.0004524741092
860	0.0004524741092
861	0.0004523463847
862	0.0004523497037
863	0.0004522625984
864	0.0004522625984
865	0.0004522625984
866	0.0004522625984
867	0.0004522625984
868	0.0004522625984
869	0.0004522625984
870	0.0004522625984
871	0.0004522625984
872	0.0004522625984
873	0.0004523937434
874	0.0004523937434
875	0.0004523937434
876	0.0004523937434
877	0.0004523937434
878	0.0004523937434
879	0.0004523937434
880	0.0004523937434
881	0.0004523937434
882	0.0004523937434
883	0.0004523937434
884	0.0004523937434
885	0.0004523937434
886	0.0004523151797
887	0.0004523151797
888	0.0004523151797
889	0.0004523151797
890	0.0004523151797
891	0.000452330474
892	0.0004523052731
893	0.0004521888719
894	0.0004522544859
895	0.0004522278078
896	0.0004522784313
897	0.0004521010009
898	0.000452299463
899	0.0004522467418
900	0.0004522393554
901	0.0004522340536
902	0.0004521884666
903	0.0004521464995
904	0.0004520737393
905	0.0004521950608
906	0.0004520839706
907	0.0004520869331
908	0.0004520274565
909	0.0004520754515
910	0.0004521973249
911	0.0004519946303
912	0.0004520785619
913	0.0004520593216
914	0.0004520661496
915	0.0004520661496
916	0.0004520661496
917	0.0004521909419
918	0.0004521320911
919	0.0004521382602
920	0.0004520193084
921	0.0004520378424
922	0.0004520378424
923	0.0004520378424
924	0.0004520378424
925	0.0004520378424
926	0.0004520378424
927	0.0004520378424
928	0.0004520378424
929	0.0004520378424
930	0.0004520378424
931	0.0004520378424
932	0.0004520378424
933	0.0004520378424
934	0.0004520378424
935	0.0004520378424
936	0.0004520378424
937	0.0004520378424
938	0.0004520378424
939	0.0004520378424
940	0.0004520378424
941	0.0004520378424
942	0.0004520378424
943	0.0004520378424
944	0.0004520378424
945	0.0004520378424
946	0.0004520378424
947	0.0004520378424
948	0.0004520378424
949	0.0004520378424
950	0.0004520378424
951	0.0004520378424
952	0.0004520378424
953	0.0004520378424
954	0.0004520378424
955	0.0004520378424
956	0.0004520378424
957	0.0004520378424
958	0.0004520378424
959	0.0004520378424
960	0.0004520378424
961	0.0004520378424
962	0.0004520378424
963	0.0004520378424
964	0.0004520378424
965	0.0004520378424
966	0.0004520378424
967	0.0004520378424
968	0.0004520378424
969	0.0004520378424
970	0.0004520378424
971	0.0004520378424
972	0.0004520378424
973	0.0004520378424
974	0.0004520378424
975	0.0004520378424
976	0.0004520378424
977	0.0004520378424
978	0.0004520378424
979	0.0004520378424
980	0.0004520378424
981	0.0004520378424
982	0.0004520378424
983	0.0004520378424
984	0.0004520378424
985	0.0004520378424
986	0.0004520378424
987	0.0004520378424
988	0.0004520378424
989	0.0004520378424
990	0.0004520378424
991	0.0004520378424
992	0.0004520378424
993	0.0004520378424
994	0.0004520378424
995	0.0004520378424
996	0.0004520378424
997	0.0004520378424
998	0.0004520378424
999	0.0004520378424
